image,label
images/7986.jpg,koelreuteria_paniculata
images/16464.jpg,pinus_thunbergii
images/16257.jpg,ulmus_americana
images/8160.jpg,celtis_occidentalis
images/1820.jpg,pinus_parviflora
images/13645.jpg,prunus_virginiana
images/4552.jpg,ficus_carica
images/3521.jpg,acer_rubrum
images/7838.jpg,amelanchier_laevis
images/17193.jpg,carya_ovata
images/6600.jpg,carpinus_caroliniana
images/13743.jpg,acer_platanoides
images/1315.jpg,carya_ovata
images/11662.jpg,chamaecyparis_thyoides
images/5023.jpg,catalpa_speciosa
images/663.jpg,broussonettia_papyrifera
images/10892.jpg,magnolia_acuminata
images/5423.jpg,maclura_pomifera
images/14681.jpg,broussonettia_papyrifera
images/11134.jpg,ulmus_parvifolia
images/9067.jpg,ostrya_virginiana
images/1404.jpg,maclura_pomifera
images/2410.jpg,betula_jacqemontii
images/973.jpg,quercus_montana
images/3711.jpg,tilia_tomentosa
images/16200.jpg,magnolia_macrophylla
images/17401.jpg,broussonettia_papyrifera
images/10418.jpg,picea_abies
images/15864.jpg,evodia_daniellii
images/1290.jpg,acer_rubrum
images/14391.jpg,carya_tomentosa
images/1298.jpg,diospyros_virginiana
images/1113.jpg,cornus_mas
images/5274.jpg,pinus_nigra
images/14029.jpg,amelanchier_canadensis
images/13000.jpg,pinus_rigida
images/698.jpg,catalpa_bignonioides
images/15881.jpg,acer_palmatum
images/18096.jpg,fraxinus_nigra
images/7446.jpg,paulownia_tomentosa
images/12309.jpg,prunus_subhirtella
images/4645.jpg,asimina_triloba
images/4584.jpg,picea_pungens
images/7536.jpg,fraxinus_nigra
images/1310.jpg,zelkova_serrata
images/17773.jpg,cryptomeria_japonica
images/14593.jpg,crataegus_phaenopyrum
images/17975.jpg,crataegus_laevigata
images/5526.jpg,acer_rubrum
images/7405.jpg,quercus_virginiana
images/17194.jpg,prunus_subhirtella
images/17063.jpg,cryptomeria_japonica
images/1538.jpg,pinus_resinosa
images/3738.jpg,pinus_nigra
images/3893.jpg,quercus_shumardii
images/2380.jpg,ulmus_glabra
images/11574.jpg,pinus_koraiensis
images/14574.jpg,carya_tomentosa
images/13763.jpg,abies_nordmanniana
images/4536.jpg,prunus_virginiana
images/11455.jpg,quercus_velutina
images/8750.jpg,acer_rubrum
images/4750.jpg,magnolia_acuminata
images/5546.jpg,ilex_opaca
images/4078.jpg,pinus_echinata
images/14475.jpg,robinia_pseudo-acacia
images/6145.jpg,pinus_parviflora
images/17646.jpg,gymnocladus_dioicus
images/18291.jpg,picea_abies
images/10765.jpg,abies_concolor
images/6185.jpg,pinus_cembra
images/111.jpg,asimina_triloba
images/2367.jpg,ulmus_glabra
images/8367.jpg,quercus_michauxii
images/13336.jpg,aesculus_glabra
images/12750.jpg,quercus_marilandica
images/2805.jpg,cedrus_atlantica
images/11775.jpg,diospyros_virginiana
images/17138.jpg,salix_nigra
images/7927.jpg,amelanchier_canadensis
images/14236.jpg,pinus_virginiana
images/13127.jpg,pinus_flexilis
images/2783.jpg,magnolia_virginiana
images/6939.jpg,chamaecyparis_thyoides
images/13078.jpg,fraxinus_pennsylvanica
images/9991.jpg,populus_grandidentata
images/2744.jpg,acer_pensylvanicum
images/2944.jpg,pinus_virginiana
images/2636.jpg,celtis_tenuifolia
images/8470.jpg,carya_cordiformis
images/4820.jpg,picea_pungens
images/12870.jpg,aesculus_hippocastamon
images/5063.jpg,salix_babylonica
images/10937.jpg,ulmus_glabra
images/14060.jpg,fraxinus_nigra
images/8197.jpg,catalpa_speciosa
images/7889.jpg,platanus_occidentalis
images/5684.jpg,tsuga_canadensis
images/16154.jpg,betula_alleghaniensis
images/6492.jpg,phellodendron_amurense
images/14127.jpg,juglans_cinerea
images/317.jpg,broussonettia_papyrifera
images/11279.jpg,maclura_pomifera
images/2407.jpg,acer_platanoides
images/1946.jpg,pinus_bungeana
images/14150.jpg,gymnocladus_dioicus
images/5824.jpg,staphylea_trifolia
images/6342.jpg,aesculus_pavi
images/16848.jpg,fraxinus_nigra
images/10482.jpg,acer_pensylvanicum
images/16142.jpg,quercus_stellata
images/8896.jpg,malus_coronaria
images/16042.jpg,chionanthus_virginicus
images/14326.jpg,prunus_pensylvanica
images/16934.jpg,platanus_acerifolia
images/4330.jpg,staphylea_trifolia
images/5442.jpg,evodia_daniellii
images/8569.jpg,acer_griseum
images/13170.jpg,ailanthus_altissima
images/7334.jpg,carpinus_betulus
images/17218.jpg,tilia_americana
images/16208.jpg,quercus_bicolor
images/4191.jpg,eucommia_ulmoides
images/5011.jpg,styrax_japonica
images/7214.jpg,prunus_serotina
images/13490.jpg,morus_rubra
images/3026.jpg,malus_hupehensis
images/1578.jpg,gleditsia_triacanthos
images/10455.jpg,diospyros_virginiana
images/16028.jpg,sassafras_albidum
images/1823.jpg,broussonettia_papyrifera
images/8986.jpg,magnolia_stellata
images/4955.jpg,oxydendrum_arboreum
images/5422.jpg,zelkova_serrata
images/9617.jpg,quercus_cerris
images/9280.jpg,pinus_strobus
images/12473.jpg,quercus_macrocarpa
images/14785.jpg,tilia_tomentosa
images/13642.jpg,ficus_carica
images/14380.jpg,quercus_montana
images/12858.jpg,carya_glabra
images/2908.jpg,pinus_echinata
images/14728.jpg,acer_rubrum
images/8108.jpg,robinia_pseudo-acacia
images/3800.jpg,abies_nordmanniana
images/14592.jpg,acer_campestre
images/12201.jpg,crataegus_viridis
images/1401.jpg,pinus_rigida
images/9767.jpg,carya_cordiformis
images/11866.jpg,salix_babylonica
images/15467.jpg,staphylea_trifolia
images/14335.jpg,ulmus_rubra
images/4822.jpg,quercus_robur
images/242.jpg,ulmus_pumila
images/11253.jpg,amelanchier_arborea
images/4077.jpg,nyssa_sylvatica
images/2810.jpg,liriodendron_tulipifera
images/3667.jpg,staphylea_trifolia
images/12280.jpg,chamaecyparis_pisifera
images/4481.jpg,broussonettia_papyrifera
images/16768.jpg,ulmus_pumila
images/1036.jpg,acer_palmatum
images/4491.jpg,metasequoia_glyptostroboides
images/4902.jpg,paulownia_tomentosa
images/6022.jpg,quercus_muehlenbergii
images/16996.jpg,juglans_cinerea
images/4123.jpg,betula_nigra
images/16796.jpg,morus_rubra
images/9529.jpg,chamaecyparis_thyoides
images/5341.jpg,stewartia_pseudocamellia
images/11224.jpg,acer_palmatum
images/7119.jpg,broussonettia_papyrifera
images/2420.jpg,quercus_muehlenbergii
images/6019.jpg,magnolia_virginiana
images/11789.jpg,cryptomeria_japonica
images/9599.jpg,quercus_cerris
images/15932.jpg,albizia_julibrissin
images/6480.jpg,salix_nigra
images/4632.jpg,paulownia_tomentosa
images/9009.jpg,asimina_triloba
images/10639.jpg,malus_hupehensis
images/2652.jpg,tilia_cordata
images/6074.jpg,quercus_marilandica
images/7167.jpg,pinus_wallichiana
images/12454.jpg,acer_ginnala
images/1532.jpg,gleditsia_triacanthos
images/13307.jpg,celtis_occidentalis
images/16121.jpg,phellodendron_amurense
images/11422.jpg,gleditsia_triacanthos
images/5905.jpg,sassafras_albidum
images/1408.jpg,diospyros_virginiana
images/12210.jpg,maclura_pomifera
images/8691.jpg,prunus_virginiana
images/5205.jpg,prunus_pensylvanica
images/8996.jpg,acer_pensylvanicum
images/551.jpg,cercis_canadensis
images/5082.jpg,tilia_cordata
images/2705.jpg,quercus_nigra
images/11263.jpg,evodia_daniellii
images/16538.jpg,pinus_echinata
images/16635.jpg,magnolia_acuminata
images/8931.jpg,acer_ginnala
images/16394.jpg,eucommia_ulmoides
images/9082.jpg,acer_saccharum
images/4045.jpg,pyrus_calleryana
images/12758.jpg,crataegus_pruinosa
images/14024.jpg,pinus_resinosa
images/7447.jpg,acer_negundo
images/3209.jpg,quercus_marilandica
images/16925.jpg,prunus_subhirtella
images/5378.jpg,pinus_rigida
images/5430.jpg,catalpa_bignonioides
images/14310.jpg,liriodendron_tulipifera
images/486.jpg,juglans_cinerea
images/17629.jpg,quercus_velutina
images/15563.jpg,ptelea_trifoliata
images/7686.jpg,pinus_cembra
images/16595.jpg,phellodendron_amurense
images/3037.jpg,acer_saccharinum
images/7627.jpg,tilia_tomentosa
images/16125.jpg,quercus_michauxii
images/11303.jpg,quercus_imbricaria
images/10224.jpg,populus_tremuloides
images/1418.jpg,malus_pumila
images/8968.jpg,crataegus_pruinosa
images/3036.jpg,platanus_occidentalis
images/9705.jpg,maclura_pomifera
images/18352.jpg,quercus_montana
images/15719.jpg,pinus_bungeana
images/7339.jpg,prunus_subhirtella
images/9670.jpg,celtis_tenuifolia
images/2819.jpg,cornus_florida
images/5682.jpg,crataegus_crus-galli
images/9581.jpg,celtis_tenuifolia
images/7676.jpg,carpinus_caroliniana
images/3739.jpg,acer_negundo
images/13577.jpg,acer_pseudoplatanus
images/8084.jpg,ficus_carica
images/4550.jpg,fagus_grandifolia
images/266.jpg,styrax_japonica
images/14731.jpg,amelanchier_laevis
images/10321.jpg,acer_rubrum
images/5024.jpg,quercus_muehlenbergii
images/2590.jpg,pinus_wallichiana
images/9816.jpg,quercus_muehlenbergii
images/9405.jpg,zelkova_serrata
images/13938.jpg,cryptomeria_japonica
images/12512.jpg,magnolia_denudata
images/13086.jpg,betula_lenta
images/5624.jpg,juglans_nigra
images/18214.jpg,pyrus_calleryana
images/6714.jpg,eucommia_ulmoides
images/3544.jpg,morus_alba
images/1197.jpg,ptelea_trifoliata
images/16468.jpg,juglans_nigra
images/1518.jpg,ulmus_pumila
images/13150.jpg,malus_baccata
images/2028.jpg,chionanthus_retusus
images/1638.jpg,magnolia_denudata
images/16743.jpg,ulmus_glabra
images/9052.jpg,malus_pumila
images/2533.jpg,betula_lenta
images/9231.jpg,magnolia_virginiana
images/8095.jpg,betula_nigra
images/3484.jpg,styrax_japonica
images/1998.jpg,abies_nordmanniana
images/15254.jpg,halesia_tetraptera
images/4311.jpg,koelreuteria_paniculata
images/3649.jpg,carpinus_betulus
images/13008.jpg,pinus_flexilis
images/8811.jpg,pinus_resinosa
images/10800.jpg,eucommia_ulmoides
images/9448.jpg,pinus_bungeana
images/6341.jpg,malus_baccata
images/16697.jpg,pinus_resinosa
images/10706.jpg,pinus_peucea
images/1941.jpg,eucommia_ulmoides
images/9800.jpg,ulmus_glabra
images/3407.jpg,acer_saccharum
images/8702.jpg,chionanthus_virginicus
images/1444.jpg,quercus_alba
images/7848.jpg,quercus_marilandica
images/6651.jpg,magnolia_acuminata
images/13749.jpg,acer_saccharinum
images/9535.jpg,pinus_wallichiana
images/7661.jpg,sassafras_albidum
images/378.jpg,eucommia_ulmoides
images/8222.jpg,carya_tomentosa
images/6071.jpg,larix_decidua
images/14000.jpg,amelanchier_laevis
images/10649.jpg,styrax_japonica
images/6617.jpg,pinus_pungens
images/7673.jpg,ficus_carica
images/15263.jpg,betula_nigra
images/16863.jpg,malus_floribunda
images/9823.jpg,chionanthus_retusus
images/4450.jpg,tilia_cordata
images/2634.jpg,oxydendrum_arboreum
images/14238.jpg,cornus_mas
images/2702.jpg,populus_tremuloides
images/17936.jpg,malus_floribunda
images/8092.jpg,pseudolarix_amabilis
images/12112.jpg,prunus_pensylvanica
images/1373.jpg,fraxinus_nigra
images/8081.jpg,quercus_cerris
images/14358.jpg,abies_concolor
images/3129.jpg,crataegus_pruinosa
images/9245.jpg,malus_floribunda
images/4517.jpg,chamaecyparis_pisifera
images/10435.jpg,prunus_sargentii
images/2425.jpg,quercus_michauxii
images/490.jpg,aesculus_pavi
images/784.jpg,platanus_occidentalis
images/2074.jpg,magnolia_virginiana
images/5078.jpg,quercus_montana
images/9200.jpg,cladrastis_lutea
images/15417.jpg,prunus_yedoensis
images/309.jpg,quercus_muehlenbergii
images/15637.jpg,pinus_peucea
images/12064.jpg,betula_nigra
images/4656.jpg,chamaecyparis_thyoides
images/11523.jpg,malus_hupehensis
images/17133.jpg,carya_tomentosa
images/5202.jpg,malus_coronaria
images/9640.jpg,tsuga_canadensis
images/2605.jpg,pinus_flexilis
images/3326.jpg,ilex_opaca
images/11018.jpg,liquidambar_styraciflua
images/9463.jpg,pinus_densiflora
images/8453.jpg,nyssa_sylvatica
images/7071.jpg,catalpa_bignonioides
images/554.jpg,taxodium_distichum
images/13400.jpg,ulmus_americana
images/1583.jpg,magnolia_virginiana
images/2973.jpg,quercus_acutissima
images/2979.jpg,crataegus_pruinosa
images/9789.jpg,betula_alleghaniensis
images/13060.jpg,quercus_bicolor
images/17279.jpg,tsuga_canadensis
images/14334.jpg,catalpa_bignonioides
images/1902.jpg,quercus_nigra
images/15464.jpg,malus_hupehensis
images/5699.jpg,morus_alba
images/1674.jpg,cornus_mas
images/2809.jpg,pinus_wallichiana
images/6370.jpg,ulmus_procera
images/10082.jpg,zelkova_serrata
images/2059.jpg,pinus_flexilis
images/18333.jpg,phellodendron_amurense
images/7496.jpg,diospyros_virginiana
images/958.jpg,carpinus_caroliniana
images/9225.jpg,carya_glabra
images/6755.jpg,quercus_cerris
images/14103.jpg,phellodendron_amurense
images/17189.jpg,magnolia_virginiana
images/11901.jpg,ilex_opaca
images/11284.jpg,betula_alleghaniensis
images/10229.jpg,prunus_serotina
images/7252.jpg,pinus_rigida
images/17312.jpg,quercus_alba
images/4090.jpg,liriodendron_tulipifera
images/17270.jpg,quercus_robur
images/17212.jpg,magnolia_virginiana
images/15387.jpg,pinus_resinosa
images/3802.jpg,ginkgo_biloba
images/14911.jpg,quercus_velutina
images/1861.jpg,pinus_taeda
images/12336.jpg,carya_tomentosa
images/15076.jpg,picea_pungens
images/2298.jpg,malus_pumila
images/17178.jpg,castanea_dentata
images/13853.jpg,ulmus_pumila
images/15039.jpg,paulownia_tomentosa
images/12213.jpg,juglans_nigra
images/6498.jpg,betula_alleghaniensis
images/5354.jpg,ostrya_virginiana
images/6231.jpg,cedrus_atlantica
images/9444.jpg,carya_ovata
images/13830.jpg,abies_concolor
images/12962.jpg,carya_ovata
images/16049.jpg,platanus_acerifolia
images/10176.jpg,malus_coronaria
images/7708.jpg,quercus_montana
images/6865.jpg,acer_palmatum
images/14080.jpg,pinus_parviflora
images/11470.jpg,quercus_shumardii
images/3330.jpg,crataegus_viridis
images/15987.jpg,quercus_marilandica
images/6552.jpg,quercus_muehlenbergii
images/7278.jpg,crataegus_crus-galli
images/11939.jpg,carya_cordiformis
images/16847.jpg,aesculus_flava
images/8930.jpg,prunus_pensylvanica
images/9062.jpg,larix_decidua
images/932.jpg,magnolia_denudata
images/11191.jpg,staphylea_trifolia
images/5440.jpg,aesculus_glabra
images/10668.jpg,tilia_americana
images/9865.jpg,ulmus_pumila
images/13406.jpg,amelanchier_canadensis
images/17611.jpg,carpinus_caroliniana
images/191.jpg,cercis_canadensis
images/16585.jpg,betula_populifolia
images/8835.jpg,cedrus_libani
images/1891.jpg,quercus_montana
images/10940.jpg,catalpa_bignonioides
images/12820.jpg,cedrus_deodara
images/1805.jpg,pyrus_calleryana
images/3474.jpg,pinus_sylvestris
images/1138.jpg,acer_palmatum
images/16288.jpg,prunus_subhirtella
images/8794.jpg,gymnocladus_dioicus
images/2024.jpg,cornus_florida
images/1984.jpg,acer_ginnala
images/4073.jpg,acer_saccharum
images/7744.jpg,ptelea_trifoliata
images/11995.jpg,tilia_tomentosa
images/6886.jpg,acer_palmatum
images/1156.jpg,ulmus_rubra
images/6103.jpg,aesculus_hippocastamon
images/16836.jpg,tsuga_canadensis
images/14610.jpg,ulmus_pumila
images/7450.jpg,larix_decidua
images/8163.jpg,carya_cordiformis
images/7934.jpg,quercus_macrocarpa
images/5389.jpg,chamaecyparis_pisifera
images/6737.jpg,prunus_pensylvanica
images/9524.jpg,malus_hupehensis
images/4906.jpg,salix_matsudana
images/13665.jpg,quercus_montana
images/8047.jpg,robinia_pseudo-acacia
images/11660.jpg,picea_abies
images/10624.jpg,amelanchier_arborea
images/14929.jpg,ficus_carica
images/460.jpg,maclura_pomifera
images/1210.jpg,chionanthus_virginicus
images/489.jpg,diospyros_virginiana
images/10617.jpg,zelkova_serrata
images/8333.jpg,carya_ovata
images/10367.jpg,ptelea_trifoliata
images/2373.jpg,liriodendron_tulipifera
images/13920.jpg,quercus_stellata
images/8462.jpg,betula_populifolia
images/14902.jpg,oxydendrum_arboreum
images/2549.jpg,phellodendron_amurense
images/2943.jpg,catalpa_speciosa
images/5585.jpg,ulmus_parvifolia
images/683.jpg,magnolia_denudata
images/5604.jpg,aesculus_hippocastamon
images/16143.jpg,cercidiphyllum_japonicum
images/6216.jpg,picea_abies
images/6715.jpg,pinus_densiflora
images/16127.jpg,pinus_koraiensis
images/1455.jpg,pinus_cembra
images/17140.jpg,paulownia_tomentosa
images/541.jpg,prunus_sargentii
images/5759.jpg,picea_abies
images/10092.jpg,ptelea_trifoliata
images/1388.jpg,pinus_rigida
images/6089.jpg,diospyros_virginiana
images/9719.jpg,chionanthus_virginicus
images/2951.jpg,carya_tomentosa
images/8587.jpg,aesculus_pavi
images/7002.jpg,pinus_resinosa
images/15733.jpg,tilia_americana
images/2385.jpg,prunus_serotina
images/5537.jpg,prunus_yedoensis
images/14972.jpg,carya_glabra
images/10816.jpg,carya_cordiformis
images/1731.jpg,maclura_pomifera
images/11348.jpg,prunus_virginiana
images/17293.jpg,pyrus_calleryana
images/12554.jpg,celtis_tenuifolia
images/7832.jpg,salix_caroliniana
images/10788.jpg,diospyros_virginiana
images/4060.jpg,phellodendron_amurense
images/2158.jpg,carya_glabra
images/6765.jpg,carpinus_betulus
images/14300.jpg,ulmus_rubra
images/2756.jpg,fraxinus_pennsylvanica
images/17894.jpg,betula_alleghaniensis
images/15318.jpg,prunus_yedoensis
images/3669.jpg,tilia_cordata
images/11298.jpg,quercus_nigra
images/17027.jpg,quercus_montana
images/8468.jpg,gymnocladus_dioicus
images/12900.jpg,quercus_robur
images/1633.jpg,ulmus_rubra
images/17456.jpg,tilia_cordata
images/15234.jpg,magnolia_tripetala
images/10299.jpg,cercidiphyllum_japonicum
images/13909.jpg,acer_saccharinum
images/4025.jpg,pinus_cembra
images/4524.jpg,ficus_carica
images/3691.jpg,betula_populifolia
images/6613.jpg,quercus_virginiana
images/2100.jpg,chamaecyparis_pisifera
images/1338.jpg,malus_pumila
images/6109.jpg,cercis_canadensis
images/15921.jpg,fraxinus_nigra
images/11648.jpg,salix_babylonica
images/72.jpg,broussonettia_papyrifera
images/12403.jpg,ailanthus_altissima
images/4082.jpg,phellodendron_amurense
images/11319.jpg,quercus_nigra
images/690.jpg,maclura_pomifera
images/13547.jpg,picea_pungens
images/947.jpg,quercus_stellata
images/4730.jpg,carpinus_betulus
images/9937.jpg,crataegus_crus-galli
images/16952.jpg,celtis_tenuifolia
images/1691.jpg,salix_matsudana
images/16360.jpg,maclura_pomifera
images/4870.jpg,pinus_nigra
images/17009.jpg,sassafras_albidum
images/15624.jpg,aesculus_hippocastamon
images/9546.jpg,pinus_thunbergii
images/15694.jpg,asimina_triloba
images/13538.jpg,celtis_occidentalis
images/16.jpg,maclura_pomifera
images/125.jpg,asimina_triloba
images/5321.jpg,maclura_pomifera
images/11228.jpg,pinus_thunbergii
images/9238.jpg,quercus_macrocarpa
images/9576.jpg,quercus_michauxii
images/8707.jpg,picea_abies
images/14752.jpg,broussonettia_papyrifera
images/2839.jpg,acer_negundo
images/1044.jpg,carya_ovata
images/2916.jpg,tilia_americana
images/15527.jpg,malus_baccata
images/5486.jpg,morus_rubra
images/2856.jpg,pinus_peucea
images/8786.jpg,quercus_marilandica
images/5260.jpg,prunus_virginiana
images/2954.jpg,magnolia_acuminata
images/17841.jpg,chamaecyparis_pisifera
images/10358.jpg,ulmus_rubra
images/7784.jpg,cercis_canadensis
images/4686.jpg,malus_baccata
images/18140.jpg,amelanchier_arborea
images/12621.jpg,quercus_macrocarpa
images/12608.jpg,quercus_imbricaria
images/8263.jpg,tsuga_canadensis
images/4531.jpg,gymnocladus_dioicus
images/605.jpg,ulmus_pumila
images/5034.jpg,amelanchier_laevis
images/2159.jpg,morus_alba
images/4376.jpg,malus_hupehensis
images/6363.jpg,aesculus_flava
images/12867.jpg,ptelea_trifoliata
images/9292.jpg,pinus_densiflora
images/1107.jpg,pinus_densiflora
images/10122.jpg,cedrus_libani
images/3050.jpg,acer_saccharum
images/14480.jpg,malus_coronaria
images/14511.jpg,liquidambar_styraciflua
images/7906.jpg,populus_grandidentata
images/52.jpg,broussonettia_papyrifera
images/3412.jpg,crataegus_laevigata
